	language	split	speaker id	native language	raised in	dialect	sex	age	occupation	cold or allergy	smoker	supervisor	record date	topic article	tapelabel	record place	environment noise	record conditions	comments
RUS002	RUS	train	002 	Russian 	Nesvizh 	 	female 	22 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B1-2 	kleines Zimmer 	quiet 	ungestoert 	 
RUS020	RUS	train	020 	Russian 	Minsk 	 	male 	20 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B3-04 	kleines Zimmer 	middle 	 	70,5<merken 
RUS017	RUS	train	017 	Russian 	in der Naehe von Minsk 	? ?,aber man kann es merken 	male 	24 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B3 - 01 	 	middle 	 	 
RUS067	RUS	train	067 	Russian 	Minsk 	 	male 	30 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B9-3 	mittelgrosses Zimmer 	quiet 	 	 
RUS019	RUS	train	019 	Russian 	Minsk 	 	male 	20 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B3-03 	grosses Zimmer 	quiet 	 	 
RUS095	RUS	train	095 	Russian 	Minsk 	 	male 	25 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B12-9 	kleines Zimmer 	quiet 	 	 
RUS038	RUS	train	038 	Russian 	Voronezhbezirk 	kaum zu merken  	female 	47 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B5_6 	mittelgrosses Zimmer 	middle 	grosse Spannung, wie so denn ..?.... 	 
RUS058	RUS	train	058 	Russian 	Nizhnij Novgorod 	"unbetonter ""o"" liest man immer als ""o"" "	male 	48 	qualified engineer	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B8_2 	 	 	 	"""o"" -wird typisch fuer den Dialekt ausgesprochen. "
RUS074	RUS	train	074 	Russian 	Duschanbe 	 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B10-2 	mittelgrosses Zimmer 	middle 	 	 
RUS089	RUS	train	089 	Russian 	Minsk 	 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B12-1 	mittelgrosses Zimmer 	middle 	 	089_030(0.75) 
RUS071	RUS	train	071 	Russian 	Minsk 	 	female 	25 	graduate student	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B9-7 	grosses Zimmer 	middle 	 	 
RUS021	RUS	train	021 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B3 -5 	mittelgrosses Zimmer 	middle 	ungestoert 	 
RUS054	RUS	train	054 	Russian 	Primorskij kraj 	 	female 	52 	qualified engineer	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B7_6 	kleines Zimmer 	middle 	aleine 	 
RUS044	RUS	train	044 	Russian 	Minsk 	 	male 	20 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		b6_4 	mittelgrosse Zimmer 	middle 	einige sitzen im gleichen Zimmer 	ziemmlich unbequem  
RUS012	RUS	train	012 	Russian 	Minsk 	 	female 	26 	graduated	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B2- 04 	Zimmer ( mittelgross) 	middle 	 	abends 
RUS117	RUS	train	117 	Russian 	Minsk 	 	female 	16 	electrician college student	well 	nonsmoking 	Natalia MIKHAILIOUK 	September 01, 1997		B1Eng_12 	Arbeitszimmer 	middle 	Man lachte im Zimmer drueben 	 
RUS040	RUS	train	040 	Russian 	Luban' 	 	female 	25 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B5_8 	grosses Zimmer 	middle 	ungestoert  	 
RUS073	RUS	train	073 	Russian 	Odessa 	 	male 	50 	qualified engineer	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B10-1 	grosses Zimmer 	quiet 	 	 
RUS048	RUS	train	048 	Russian 	Minsk's Bezirk 	 	male 	19 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B6_8 	mittelgrosses Zimmer 	middle 	aleine 	 
RUS085	RUS	train	085 	Russian 	Mogiljov 	 	female 	21 	Abitur	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B11-6 	grosses Zimmer 	middle 	 	 
RUS093	RUS	train	093 	Russian 	Minsk 	 	female 	21 	student	sick 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B13-5 	mittelgrosses Zimmer 	middle 	Schnupfen 	 
RUS116	RUS	train	116 	Russian 	Minsk 	weissrussisch 	female 	18 	electrician college student	well 	smoking 	Natalia MIKHAILIOUK 	September 01, 1997		B1Eng_11 	Arbeitszimmer 	middle 	Man sprach und lachte im Zimmer drueben 	 
RUS115	RUS	train	115 	Russian 	 	Minsk 	female 	26 	qualified pedagogue	well 	smoking 	Natalia MIKHAILIOUK 	August 29, 1997		B15_3 	Schlafzimmer 	quiet 	 	die Aufnahme war unterbrochen geworden 
RUS106	RUS	train	106 	Russian 	Minsk 	 	male 	17 	computer science college student	well 	smoking 	Natalia MIKHAILIOUK 	August 27, 1997		B14_6 	kleines Schlafzimmer 	middle 	Ab und zu kammen Zuege draussen vorbei 	Das Haus befindet sich in der Naehe von der Eisenbahn  
RUS084	RUS	train	084 	Russian 	Minsk 	 	male 	27 	Abitur	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B11-5 	grosses Zimmer 	middle 	 	 
RUS025	RUS	train	025 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B4-1 	mitteigrosses Zimmer 	middle 	 	 
RUS063	RUS	train	063 	Russian 	Moskau 	kaum zu spueren 	male 	40 	qualified medic	 	 	Orest MIKHAILIOUK 	July 1997 		B8-7 	mittelgrosses Zimmer 	middle 	aleine  	 
RUS086	RUS	train	086 	Russian 	Minsk 	 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B11-7 	grosses Zimmer 	middle 	 	 
RUS078	RUS	train	078 	Russian 	Taschkent 	 	female 	38 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B10-6 	grosses Zimmer 	middle 	 	078_043(0.6) 
RUS091	RUS	train	091 	Russian 	Minsk 	 	female 	27 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B12-3 	mittelgrosses Zimmer 	loud 	 	 
RUS097	RUS	train	097 	Russian 	Minsk 	 	female 	25 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B13-1 	grosses Zimmer 	quiet 	 	 
RUS081	RUS	train	081 	Russian 	Minsk 	 	female 	24 	graduate student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B11-1,2 	grosses Zimmer 	loud 	 	 
RUS059	RUS	train	059 	Russian 	Orscha 	 	male 	23 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B8-3 	kleines Zimmer 	middle 	alein  	 
RUS076	RUS	train	076 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B10-4 	kleines Zimmer 	loud 	 	 
RUS032	RUS	train	032 	Russian 	Minsk 	 	male 	25 	graduate student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B4-8 	mittelgrosses Zimmer 	quiet 	 	032_010(0.25) 
RUS077	RUS	train	077 	Russian 	Minsk 	 	female 	23 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B10-5 	mittelgrosses Zimmer 	loud 	 	 
RUS039	RUS	train	039 	Russian 	Narocz 	 	male 	30 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B5_7 	grosses Zimmer 	middle 	aleine  	 
RUS103	RUS	train	103 	Russian 	Minsk 	 	female 	18 	qualified economist	well 	nonsmoking 	Natalia MIKHAILIOUK 	August 26, 1997		B14-3 	Saal 	quiet 	Klopfen 	der TExt war zulang 
RUS102	RUS	train	102 	Russian 	Minsk,Vilejka 	weissrussisch 	male 	43 	architect	well 	smoking 	Natalia MIKHAILIOUK 	August 26, 1997		B14-2 	Schlafzimmer 	quiet 	 	 
RUS005	RUS	train	005 	Russian 	Minsk 	 	female 	21 	graduated	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B1-06 	Zimmer  	middle 	 	 
RUS028	RUS	train	028 	Russian 	Minsk 	 	male 	26 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B4-4 	mittelgrosses Zimmer 	middle 	Regengereuche 	 
RUS008	RUS	train	008 	Russian 	Minsk 	 	female 	25 	qualified engineer	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B1   09,10,11 (pausen wegen der UEberspannung) 	kleines Zimmer 	middle 	 	 
RUS104	RUS	train	104 	Russian 	Minsk 	weissrussisch 	female 	49 	architect	sick 	smoking 	Orest MIKHAILIOUK 	August 26, 1997		B14-4 	Saal 	quiet 	Wasserleitung wurde im Badzimmer angeschaltet 	 
RUS056	RUS	train	056 	Russian 	Taschkent 	 	male 	20 	qualified technician	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B7_8 	kleines Zimmer 	middle 	aleine 	 
RUS110	RUS	train	110 	Russian 	Minsk 	 	male 	39 	architect	well 	nonsmoking 	Natalia MIKHAILIOUK 	August 28, 1997		B14_10 	Arbeitszimmer 	quiet 	 	 
RUS123	RUS	train	123 	Russian 	Minsk 	 	female 	18 	student	well 	nonsmoking 	Natalia MIKHAILIOUK 	September 03, 1997		B1Eng_15 	Kueche 	quiet 	 	 
RUS109	RUS	train	109 	Russian 	Vitebsk 	weissrussisch 	male 	46 	architect	well 	nonsmoking 	Natalia MIKHAILIOUK 	August 28, 1997		B14_9 	Arbeitszimmer 	quiet 	Telephon, Klopfen 	 
RUS051	RUS	train	051 	Russian 	Saratov Bezirk 	 	female 	41 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B7-3 	normales Zimmer  	middle 	aleine 	 
RUS087	RUS	train	087 	Russian 	Minsk 	 	male 	22 	qualified engineer	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B11-8 	mittelgrosses Zimmer 	middle 	 	 
RUS035	RUS	train	035 	Russian 	Minsk 	 	female 	49 	graduate student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		Band5 3 	 	quiet 	 	 
RUS064	RUS	train	064 	Russian 	Minsk 	 	female 	30 	Abitur	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B8_8 	kleines Zimmer 	middle 	 	 
RUS119	RUS	train	119 	Russian 	Minsk 	 	female 	18 	electrician college student	well 	smoking 	Natalia MIKHAILIOUK 	September 01, 1997		B15_4 	Arbeitszimmer 	quiet 	Man lachte im Zimmer drueben 	 
RUS050	RUS	train	050 	Russian 	Minsk 	 	male 	24 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		b7-2 	normales Zimmer 	middle 	aleine 	im Stress 
RUS052	RUS	train	052 	Russian 	Minsk 	 	male 	25 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B7_4 	ruhiges Zimmer 	middle 	kleine Geraeusche von draussen 	 
RUS016	RUS	train	016 	Russian 	Minsk 	 	female 	49 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B2 - 8 	Zimmer nicht besonders gross 	middle 	 	gute Aussprache( ehemalige Moderatorin), TextIDkann verkehrt sein,musz nachgeprueft werden!!! 
RUS046	RUS	train	046 	Russian 	Minsk 	 	male 	20 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B6_6 	kleines Zimmer 	middle 	zu schnell 	gefaellt nicht, obwohl..... 
RUS018	RUS	train	018 	Russian 	Beresino 	-? 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B3 - 02 	ruhigesmittelgrosses Zimmer 	middle 	 	 
RUS096	RUS	train	096 	Russian 	Malorita 	 	female 	25 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B12-10 	grosses Zimmer 	quiet 	 	 
RUS022	RUS	train	022 	Russian 	Minsk 	 	male 	21 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B3_6 	mittelgrosses Zimmer 	middle 	ungestoert 	 
RUS013	RUS	train	013 	Russian 	Minsk 	 	male 	24 	qualified engineer	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B2 -05 	moebliertes Zimmer 	quiet 	 	ab und zu schnell. 
RUS112	RUS	train	112 	Russian 	Ishevsk 	 	female 	36 	architect	well 	nonsmoking 	Natalia MIKHAILIOUK 	August 28, 1997		B14_12 	Arbeitszimmer 	loud 	viele Menschen sind im Fluer, auserhalb des Zimmers, rumgelaufen 	 
RUS075	RUS	train	075 	Russian 	Minsk 	 	male 	22 	student	well 	nonsmoking 	Orest MIKHAILIOUK 	July 1997 		B10-3 	kleines Zimmer  	middle 	 	 
RUS061	RUS	train	061 	Russian 	Bobrujsk 	 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B8_5 	kleines Zimmer 	middle 	aleine 	 
RUS026	RUS	train	026 	Russian 	Borissov 	 	female 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B4-2 	mittelgrosses Zimmer 	middle 	 	 
RUS034	RUS	train	034 	Russian 	Minsk 	 	male 	21 	student	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B5-2 	mittelgrosses Zimmer 	middle 	 	 
RUS100	RUS	train	100 	Russian 	Ufa 	 	female 	24 	qualified engineer	well 	smoking 	Orest MIKHAILIOUK 	July 1997 		B13-4 	kleines Zimmer 	quiet 	 	 
UKR079	UKR	train	079	Russian	Belarus	East Ukrainian	male	51	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR053	UKR	train	053	Russian	Donetsk	NaN	female	40	nurse	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR043	UKR	train	043	Russian	Donetsk	NaN	male	24	administrator	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR089	UKR	train	089	Ukrainian	Kyiv	NaN	female	24	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR063	UKR	train	063	Russian	Russia	East Ukrainian	female	49	doctor	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR074	UKR	eval	074	Ukrainian	Lviv	West Ukrainian	female	23	employee	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	middle	middle	Andrea NC-185VM	NaN
UKR058	UKR	train	058	Ukrainian	Krasnohorivka	NaN	female	20	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR108	UKR	train	108	Russian	Kherson	East Ukrainian	male	62	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR109	UKR	train	109	Russian	Kharkiv	East Ukrainian	female	21	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR006	UKR	train	006	Russian	Donetsk	East Ukrainian	female	57	housewife	NaN	nonsmoking	Nikolay Volovyk	16.08.2011		 --new prompting tool--	NaN	NaN	Anrdea NC-185VM	NaN
UKR022	UKR	train	022	Ukrainian	Konotop	NaN	female	17	pupil	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR028	UKR	train	028	Russian	Konotop	East Ukrainian	male	42	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR115	UKR	train	115	Ukrainian	Mukachevo (Zakarpattia Region)	Hungarian influence	male	31	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR076	UKR	train	076	Russian	Donetsk	East Ukrainian	female	24	employee	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR003	UKR	eval	003	Russian	Donetsk	NaN	male	24	Ph.D. in Religion Science	NaN	nonsmoking	Nikolay Volovyk	04.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR050	UKR	train	050	Russian	Donetsk	NaN	female	41	doctor	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR017	UKR	train	017	Ukrainian	Konotop	NaN	female	64	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR082	UKR	eval	082	Russian	Kyiv	NaN	male	30	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR023	UKR	train	023	Ukrainian	Konotop	NaN	female	48	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR011	UKR	train	011	Russian	Konotop	East Ukrainian	male	47	doctor	NaN	nonsmoking	Nikolay Volovyk	20.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR094	UKR	train	094	Russian	Odessa	East Ukrainian	male	43	NaN	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR044	UKR	train	044	Russian	Donetsk	East Ukrainian	female	35	doctor	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR097	UKR	train	097	Russian	Poltava	East Ukrainian	female	27	public officer	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR019	UKR	train	019	Russian	Konotop	East Ukrainian	male	24	NaN	NaN	smoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR015	UKR	train	015	Ukrainian	Konotop	NaN	female	18	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR065	UKR	eval	065	Russian	Khartsyzk	East Ukrainian	female	46	manager	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR027	UKR	train	027	Russian	Konotop	East Ukrainian	female	49	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR038	UKR	train	038	Russian	Donetsk	East Ukrainian	male	24	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR091	UKR	train	091	Russian	Donetsk	East Ukrainian	female	24	engineer	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR041	UKR	train	041	Russian	Donetsk	NaN	male	24	content manager	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR012	UKR	train	012	Ukrainian	Nadvirna	West Ukrainian	female	18	student	NaN	nonsmoking	Nikolay Volovyk	20.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR103	UKR	train	103	Ukrainian	Kyiv	NaN	male	30	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR033	UKR	train	033	Russian	Donetsk	East Ukrainian	male	22	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR111	UKR	train	111	Russian	Kyiv	East Ukrainian	male	22	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR002	UKR	eval	002	Russian	Donetsk	East Ukrainian	male	24	post-graduate student at the faculty of Mathematics	NaN	nonsmoking	Nikolay Volovyk	04.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR085	UKR	train	085	Ukrainian	Lviv	NaN	male	67	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR077	UKR	train	077	Russian	Zhytomyr	East Ukrainian	female	36	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR066	UKR	dev	066	Russian	Khartsyzk	East Ukrainian	male	20	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR039	UKR	eval	039	Russian	Donetsk	East Ukrainian	male	22	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR007	UKR	dev	007	Russian	Donetsk	East Ukrainian	female	16	pupil	NaN	nonsmoking	Nikolay Volovyk	16.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR078	UKR	train	078	Russian	Belarus	East Ukrainian	female	32	NaN	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR049	UKR	train	049	Russian	Donetsk	East Ukrainian	female	52	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR073	UKR	train	073	Russian	Kharkiv	East Ukrainian	male	26	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR029	UKR	dev	029	Ukrainian	Konotop	NaN	female	41	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR030	UKR	train	030	Ukrainian	Konotop	NaN	female	36	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR016	UKR	dev	016	Russian	Konotop	East Ukrainian	female	18	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR112	UKR	dev	112	Russian	Kherson	East Ukrainian	female	41	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR040	UKR	train	040	Russian	Donetsk	NaN	male	23	manager	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR024	UKR	train	024	Ukrainian	Konotop	NaN	female	55	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR055	UKR	train	055	Russian	Donetsk	East Ukrainian	female	34	doctor	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR021	UKR	train	021	Russian	Konotop	East Ukrainian	male	45	NaN	NaN	smoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR110	UKR	train	110	Ukrainian	Kherson	NaN	female	24	student	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR068	UKR	eval	068	Russian	Kyiv	East Ukrainian	male	40	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR061	UKR	train	061	Russian	Donetsk	East Ukrainian	female	16	pupil	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR093	UKR	train	093	Russian	Crimea	East Ukrainian	female	24	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR005	UKR	train	005	Russian	Donetsk	NaN	female	21	student	NaN	nonsmoking	Nikolay Volovyk	15.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR102	UKR	dev	102	Russian	Zhytomyr	East Ukrainian	female	40	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR051	UKR	train	051	Russian	Donetsk	East Ukrainian	female	30	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR026	UKR	train	026	Ukrainian	Konotop	NaN	female	38	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR100	UKR	train	100	Russian	Zhytomyr	East Ukrainian	male	68	teacher	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR054	UKR	train	054	Russian	Donetsk	East Ukrainian	female	47	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR064	UKR	dev	064	Ukrainian	Ivano-Frankivsk	West Ukrainian	female	34	housewife	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR056	UKR	train	056	Russian	Donetsk	NaN	male	20	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	loud	NaN	Andrea NC-185VM	NaN
UKR048	UKR	train	048	Russian	Donetsk	NaN	female	48	doctor	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR080	UKR	train	080	Russian	Kyiv	East Ukrainian	male	33	programmer	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR047	UKR	train	047	Russian	Donetsk	East Ukrainian	male	26	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR001	UKR	train	001	Russian	Donetsk	East Ukrainian	male	24	Student of Computer Science	NaN	nonsmoking	Nikolay Volovyk	02.11.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR032	UKR	train	032	Russian	Donetsk	East Ukrainian	male	22	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR090	UKR	train	090	Russian	Donetsk	East Ukrainian	female	24	engineer	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR096	UKR	train	096	Ukrainian	Kirovohrad	NaN	female	29	student	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR025	UKR	dev	025	Russian	Konotop	East Ukrainian	male	40	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR113	UKR	train	113	Ukrainian	Kyiv	NaN	male	67	table tennis player	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR034	UKR	train	034	Russian	Donetsk	NaN	female	16	pupil	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR117	UKR	train	117	Ukrainian	Lviv	West Ukrainian	female	28	musician	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
